trial,nodes,mode,storage,job_dir,rc,elapsed_s,stage_s,exec_s,deployment_runtime_s,validation_s,outputs,area_outputs,failures,mismatches,passed,timing_log
2,30,code_only,tmpfs,code_only_857809,0,20,4,3,7,11,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/code_only_857809/timing.log
2,30,wdd_dpm,beegfs,wdd_dpm_857813,0,27,0,9,9,18,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_dpm_857813/timing.log
2,30,wdd_dpm,scratch,wdd_dpm_857814,0,19,5,3,8,11,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_dpm_857814/timing.log
2,30,wdd_dpm,tmpfs,wdd_dpm_857815,0,21,5,3,8,12,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_dpm_857815/timing.log
2,30,wdd_only,beegfs,wdd_only_857810,0,27,0,8,8,18,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_only_857810/timing.log
2,30,wdd_only,scratch,wdd_only_857811,0,20,4,3,7,12,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_only_857811/timing.log
2,30,wdd_only,tmpfs,wdd_only_857812,0,20,4,3,7,12,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/30node/wdd_only_857812/timing.log
2,60,baseline,beegfs,baseline_857816,0,27,0,22,22,12,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/baseline_857816/timing.log
2,60,code_only,beegfs,code_only_857817,0,20,0,9,9,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/code_only_857817/timing.log
2,60,code_only,scratch,code_only_857818,0,12,3,2,5,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/code_only_857818/timing.log
2,60,code_only,tmpfs,code_only_857819,0,12,3,2,5,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/code_only_857819/timing.log
2,60,wdd_dpm,beegfs,wdd_dpm_857823,0,27,0,16,16,16,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_dpm_857823/timing.log
2,60,wdd_dpm,scratch,wdd_dpm_857824,0,13,3,2,5,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_dpm_857824/timing.log
2,60,wdd_dpm,tmpfs,wdd_dpm_857825,0,12,2,2,4,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_dpm_857825/timing.log
2,60,wdd_only,beegfs,wdd_only_857820,0,29,0,17,17,18,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_only_857820/timing.log
2,60,wdd_only,scratch,wdd_only_857821,0,12,3,2,5,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_only_857821/timing.log
2,60,wdd_only,tmpfs,wdd_only_857822,0,41,16,2,18,22,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_2/60node/wdd_only_857822/timing.log
3,120,baseline,beegfs,baseline_857857,0,31,0,24,24,22,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/baseline_857857/timing.log
3,120,code_only,beegfs,code_only_857858,0,19,0,10,10,11,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/code_only_857858/timing.log
3,120,code_only,scratch,code_only_857859,0,13,2,1,3,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/code_only_857859/timing.log
3,120,code_only,tmpfs,code_only_857860,0,10,2,1,3,3,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/code_only_857860/timing.log
3,120,wdd_dpm,beegfs,wdd_dpm_857864,0,29,0,14,14,16,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_dpm_857864/timing.log
3,120,wdd_dpm,scratch,wdd_dpm_857865,0,11,3,1,4,4,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_dpm_857865/timing.log
3,120,wdd_dpm,tmpfs,wdd_dpm_857866,0,11,2,1,3,3,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_dpm_857866/timing.log
3,120,wdd_only,beegfs,wdd_only_857861,0,92,0,81,81,20,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_only_857861/timing.log
3,120,wdd_only,scratch,wdd_only_857862,0,11,2,1,3,4,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_only_857862/timing.log
3,120,wdd_only,tmpfs,wdd_only_857863,0,10,3,1,4,3,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/120node/wdd_only_857863/timing.log
3,30,baseline,beegfs,baseline_857837,0,20,0,14,14,7,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/baseline_857837/timing.log
3,30,code_only,beegfs,code_only_857838,0,31,0,15,15,15,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/code_only_857838/timing.log
3,30,code_only,scratch,code_only_857839,0,18,5,2,7,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/code_only_857839/timing.log
3,30,code_only,tmpfs,code_only_857840,0,18,4,2,6,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/code_only_857840/timing.log
3,30,wdd_dpm,beegfs,wdd_dpm_857844,0,35,0,11,11,23,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_dpm_857844/timing.log
3,30,wdd_dpm,scratch,wdd_dpm_857845,0,18,5,2,7,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_dpm_857845/timing.log
3,30,wdd_dpm,tmpfs,wdd_dpm_857846,0,20,6,3,9,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_dpm_857846/timing.log
3,30,wdd_only,beegfs,wdd_only_857841,0,152,0,130,130,66,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_only_857841/timing.log
3,30,wdd_only,scratch,wdd_only_857842,0,20,6,2,8,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_only_857842/timing.log
3,30,wdd_only,tmpfs,wdd_only_857843,0,18,4,2,6,10,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/30node/wdd_only_857843/timing.log
3,60,baseline,beegfs,baseline_857847,0,23,0,17,17,11,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/baseline_857847/timing.log
3,60,code_only,beegfs,code_only_857848,0,58,0,47,47,11,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/code_only_857848/timing.log
3,60,code_only,scratch,code_only_857849,0,12,3,1,4,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/code_only_857849/timing.log
3,60,code_only,tmpfs,code_only_857850,0,11,2,1,3,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/code_only_857850/timing.log
3,60,wdd_dpm,beegfs,wdd_dpm_857854,0,31,0,18,18,21,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_dpm_857854/timing.log
3,60,wdd_dpm,scratch,wdd_dpm_857855,0,13,3,2,5,6,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_dpm_857855/timing.log
3,60,wdd_dpm,tmpfs,wdd_dpm_857856,0,12,2,2,4,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_dpm_857856/timing.log
3,60,wdd_only,beegfs,wdd_only_857851,0,23,0,9,9,14,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_only_857851/timing.log
3,60,wdd_only,scratch,wdd_only_857852,0,12,3,2,5,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_only_857852/timing.log
3,60,wdd_only,tmpfs,wdd_only_857853,0,12,3,2,5,5,15000,15000,0,0,True,/qfs/projects/datamesh/tang584/widget_evaluation/workflow_representation_experiments/Montage/agentic_runs_3trial_30gb/runs/montage30_3trial_20260618T201716Z/trial_3/60node/wdd_only_857853/timing.log
